place_id,raw_place_id,cid,title,category,categories,address,city,state,country_code,lat,lng,google_maps_url,website,phone,total_score,reviews_count,images_count,price,temporarily_closed,permanently_closed,search_string,scraped_at,data_score
dalat_025,ChIJsTSx5y0TcTER85bfU2UZgOU,16537245754694014707,Lẩu chay Hằng Thiện Đà Lạt,Nhà hàng món chay,Nhà hàng món chay,"265/4 Đ. Bùi Thị Xuân, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Lâm Viên - Đà Lạt, Lâm Đồng",VN,11.9540133,108.4401974,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20chay%20H%E1%BA%B1ng%20Thi%E1%BB%87n%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJsTSx5y0TcTER85bfU2UZgOU,https://www.facebook.com/Hocmoquanchay,+84 911 267 739,4.9,708,934,1-100.000 ₫,False,False,restaurant,2026-05-11T03:51:57.536Z,6.2588
dalat_026,ChIJaetWRy4TcTERnUlu6jmmwVM,6035287743329618333,Lẩu - Nướng BBQ No1 Đà Lạt,Nhà hàng món nướng,Nhà hàng món nướng,"số mới Xô Viết Nghệ Tĩnh, Phường LangBiang, Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Đà Lạt, Lâm Đồng",VN,11.9608967,108.4343382,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20-%20N%C6%B0%E1%BB%9Bng%20BBQ%20No1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJaetWRy4TcTERnUlu6jmmwVM,https://www.facebook.com/bbqno1dalat/,+84 941 669 996,4.1,756,2726,100-200 N ₫,False,False,restaurant,2026-05-11T03:51:57.536Z,6.2517
dalat_027,ChIJ0992KssScTER0HH0Rh8Jw-Q,16484029091045208528,Quán phở Uyên,Nhà hàng phở,Nhà hàng phở,"167 Xô Viết Nghệ Tĩnh, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Lang Biang - Đà Lạt, Lâm Đồng",VN,11.9690064,108.4277613,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20ph%E1%BB%9F%20Uy%C3%AAn&query_place_id=ChIJ0992KssScTER0HH0Rh8Jw-Q,https://www.foody.vn/lam-dong/pho-uyen,+84 915 757 827,4.4,772,954,$$,False,False,restaurant,2026-05-11T03:51:58.319Z,6.2214
dalat_028,ChIJm8JZ1lMTcTERR0SlJDNuk-4,17191205368540513351,Lẩu Gà Lá É Alida & Homestay Đà Lạt Giá Rẻ,Nhà hàng,Nhà hàng,"38 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9229138,108.4353026,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20G%C3%A0%20L%C3%A1%20%C3%89%20Alida%20%26%20Homestay%20%C4%90%C3%A0%20L%E1%BA%A1t%20Gi%C3%A1%20R%E1%BA%BB&query_place_id=ChIJm8JZ1lMTcTERR0SlJDNuk-4,http://facebook.com/Alidahomestay,+84 888 821 025,4.5,708,1188,,False,False,quán cafe Đà Lạt,2026-05-16T13:49:37.472Z,6.2028
dalat_029,ChIJo6Jp9CwTcTER0YpbBnBNDcY,14271147937745308369,Pizza Chorio®,Nhà hàng pizza,Nhà hàng pizza,"414 Đường Võ Trường Toản, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Lâm Viên - Đà Lạt, Lâm Đồng",VN,11.9587953,108.4496568,https://www.google.com/maps/search/?api=1&query=Pizza%20Chorio%C2%AE&query_place_id=ChIJo6Jp9CwTcTER0YpbBnBNDcY,http://www.facebook.com/pizzachorio,+84 916 078 107,4.6,688,957,100-200 N ₫,False,False,restaurant,2026-05-11T03:51:58.801Z,6.1812
dalat_030,ChIJNV9IKQATcTERswubg5OlsbY,13164485238767422387,Tiệm Trà Phụng Đà Lạt,Quán cà phê,Quán cà phê,"Hẻm 59 Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9202979,108.4411736,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Tr%C3%A0%20Ph%E1%BB%A5ng%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJNV9IKQATcTERswubg5OlsbY,https://www.facebook.com/tiemtraphungdalat,+84 917 761 486,4.2,722,1254,1-100.000 ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:50:11.201Z,6.1619
dalat_031,ChIJj46WxHMTcTERcfvCk3rrwv0,18285436348775201649,Hoa Xương Rồng - Quán Cà Phê Trung Tâm TP Đà Lạt,Quán cà phê,Quán cà phê,"89 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 66117, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9337549,108.4652509,https://www.google.com/maps/search/?api=1&query=Hoa%20X%C6%B0%C6%A1ng%20R%E1%BB%93ng%20-%20Qu%C3%A1n%20C%C3%A0%20Ph%C3%AA%20Trung%20T%C3%A2m%20TP%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJj46WxHMTcTERcfvCk3rrwv0,https://hoaxuongrong.vn/,+84 925 903 634,4.4,633,1978,1-100.000 ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:50:11.960Z,6.1555
dalat_032,ChIJVZSyMn8TcTERipxA5_5C4cE,13970521181648886922,Burrata Woodfired Pizza,Quán ăn nhỏ,Quán ăn nhỏ,"Hẻm 32 Đ. 3/4, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9152069,108.4391346,https://www.google.com/maps/search/?api=1&query=Burrata%20Woodfired%20Pizza&query_place_id=ChIJVZSyMn8TcTERipxA5_5C4cE,,+84 356 052 927,4.4,537,1722,200-300 N ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:49:24.651Z,6.0267
dalat_033,ChIJieWxjYkTcTERTK0dri69we4,17204240059719331148,Nàng Dalat,Quán cà phê,Quán cà phê,"18/2 Đường Khởi Nghĩa Bắc Sơn, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9347198,108.4507834,https://www.google.com/maps/search/?api=1&query=N%C3%A0ng%20Dalat&query_place_id=ChIJieWxjYkTcTERTK0dri69we4,,+84 911 229 393,4.6,515,1151,100-200 N ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:50:14.444Z,5.9972
dalat_034,ChIJ1UQAsikTcTERxACXhNbvuAI,196170288417145028,420 Sunset cocktail bar DaLat,Quán bar cocktail,Quán bar cocktail,"Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9230839,108.44083,https://www.google.com/maps/search/?api=1&query=420%20Sunset%20cocktail%20bar%20DaLat&query_place_id=ChIJ1UQAsikTcTERxACXhNbvuAI,https://www.facebook.com/420Sunsetcocktailbar.Dalat,+84 981 298 420,4.6,475,1330,100-500 N ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:49:56.060Z,5.9552
dalat_035,ChIJy1g3bsgTcTERH4a3FF81jCc,2849711346704418335,Dưới Tán Thông Già Coffee House,Quán cà phê,Quán cà phê,"12A/17 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9289026,108.4299918,https://www.google.com/maps/search/?api=1&query=D%C6%B0%E1%BB%9Bi%20T%C3%A1n%20Th%C3%B4ng%20Gi%C3%A0%20Coffee%20House&query_place_id=ChIJy1g3bsgTcTERH4a3FF81jCc,http://www.facebook.com/duoitanthonggiacoffeehouse,+84 786 002 911,4.8,348,1723,1-100.000 ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:48:49.922Z,5.8038
dalat_036,ChIJNyjkLT0TcTERXICsT96afYc,9763129846819225692,Sunshine Coffee Dalat,Quán cà phê,Quán cà phê,"09 Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9373542,108.4489852,https://www.google.com/maps/search/?api=1&query=Sunshine%20Coffee%20Dalat&query_place_id=ChIJNyjkLT0TcTERXICsT96afYc,https://www.facebook.com/sunshinecoffeedalat,+84 911 665 021,4.2,407,1585,$$,False,False,quán cafe Đà Lạt,2026-05-16T13:50:14.688Z,5.7848
dalat_037,ChIJn0RSyFMTcTERfMSHBahViaU,11928159268203119740,Khách sạn Green Eco Đà Lạt,Khách sạn nghỉ dưỡng,Khách sạn nghỉ dưỡng,"9A Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9193183,108.4361791,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20Green%20Eco%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJn0RSyFMTcTERfMSHBahViaU,https://greenecodalat.com.vn/,+84 866 522 772,4.6,397,692,13 US$,False,False,quán cafe Đà Lạt,2026-05-16T13:49:04.833Z,5.7646
dalat_038,ChIJryR9ntYTcTER6QD13rtUzmk,7624124385061044457,Tương coffee & vegetarian,Quán cà phê,Quán cà phê,"Hẻm 32 Đ. 3/4, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9190864,108.4416822,https://www.google.com/maps/search/?api=1&query=T%C6%B0%C6%A1ng%20coffee%20%26%20vegetarian&query_place_id=ChIJryR9ntYTcTER6QD13rtUzmk,,+84 784 270 993,4.7,324,1610,100-200 N ₫,False,False,địa điểm du lịch Đà Lạt,2026-05-16T13:50:37.115Z,5.7271
dalat_039,ChIJRbA4yjUTcTERcl2k9DvvzXo,8848991883639414130,Lalaland Homestay,Khách sạn,Khách sạn,"10A Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9192551,108.436232,https://www.google.com/maps/search/?api=1&query=Lalaland%20Homestay&query_place_id=ChIJRbA4yjUTcTERcl2k9DvvzXo,https://lalalanddalat.com/,+84 866 535 898,4.1,378,1541,19 US$,False,False,địa điểm du lịch Đà Lạt,2026-05-16T13:50:37.615Z,5.7104
dalat_040,ChIJey7jX3FtcTERQe-slCqjbF0,6731934946290364225,Nguyệt Quang Vegan (Bếp OM Chay),Nhà hàng món chay,Nhà hàng món chay,"54/24 Đường Nguyên Tử Lực, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Lâm Viên - Đà Lạt, Lâm Đồng",VN,11.9585397,108.4536217,https://www.google.com/maps/search/?api=1&query=Nguy%E1%BB%87t%20Quang%20Vegan%20(B%E1%BA%BFp%20OM%20Chay)&query_place_id=ChIJey7jX3FtcTERQe-slCqjbF0,https://www.facebook.com/profile.php?id=100069416372630,+84 835 313 168,4.8,365,430,1-100.000 ₫,False,False,restaurant,2026-05-11T03:51:58.800Z,5.6985
dalat_041,ChIJhwfKBnkTcTERNuaadwSq8EA,4679426949001176630,"Hana's Mushroom Restaurant-Lẩu nấm, buffet rau,BBQ& Coffee",Nhà hàng gia đình,Nhà hàng gia đình,"30 Đường Nguyên Tử Lực, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",Lâm Đồng,"Lâm Viên - Đà Lạt, Lâm Đồng",VN,11.9577901,108.4515857,https://www.google.com/maps/search/?api=1&query=Hana's%20Mushroom%20Restaurant-L%E1%BA%A9u%20n%E1%BA%A5m%2C%20buffet%20rau%2CBBQ%26%20Coffee&query_place_id=ChIJhwfKBnkTcTERNuaadwSq8EA,,+84 907 110 711,4.7,332,714,100-200 N ₫,False,False,restaurant,2026-05-11T03:51:58.801Z,5.6629
dalat_042,ChIJqUf42U4TcTERJQ0FAL88LM4,14856316061825174821,Củi Homestay,Khách sạn,Khách sạn,"120 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9212051,108.4361851,https://www.google.com/maps/search/?api=1&query=C%E1%BB%A7i%20Homestay&query_place_id=ChIJqUf42U4TcTERJQ0FAL88LM4,https://www.facebook.com/DalatCuihomes,+84 911 662 070,4.4,323,1273,11 US$,False,False,quán cafe Đà Lạt,2026-05-16T13:49:16.798Z,5.6415
dalat_043,ChIJzUtYyooTcTERUVK043VYGMA,13841910718077882961,The Lab Đà Lạt,Nhà hàng,Nhà hàng,"91 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9213935,108.436115,https://www.google.com/maps/search/?api=1&query=The%20Lab%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJzUtYyooTcTERUVK043VYGMA,,+84 907 220 784,4.3,324,547,100-200 N ₫,False,False,địa điểm du lịch Đà Lạt,2026-05-16T13:50:44.256Z,5.5393
dalat_044,ChIJW7snUXsTcTERmZEYWuHE_ww,936683719674597785,a dopo café,Quán cà phê,Quán cà phê,"32/2 3 Tháng 4, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9197622,108.4416033,https://www.google.com/maps/search/?api=1&query=a%20dopo%20caf%C3%A9&query_place_id=ChIJW7snUXsTcTERmZEYWuHE_ww,,+84 988 413 671,4.4,281,807,1-100.000 ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:50:14.490Z,5.4988
dalat_045,ChIJk604HgATcTERlSqFlxzZyRI,1353851879825943189,Lạc Xiên Nướng - Xiên nướng tự xoay Đà Lạt,Nhà hàng món nướng,Nhà hàng món nướng,"36 Đường Phù Đổng Thiên Vương, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Lâm Viên - Đà Lạt, Lâm Đồng",VN,11.9588514,108.4426959,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A1c%20Xi%C3%AAn%20N%C6%B0%E1%BB%9Bng%20-%20Xi%C3%AAn%20n%C6%B0%E1%BB%9Bng%20t%E1%BB%B1%20xoay%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJk604HgATcTERlSqFlxzZyRI,,+84 909 322 460,4.9,264,359,,False,False,restaurant,2026-05-11T03:51:58.319Z,5.4744
dalat_046,ChIJd0Wq5v8TcTERjo4u9TKxQa4,12556512068505603726,Chay Dalat - Vegetarian Restaurant,Nhà hàng cho người ăn chay,Nhà hàng cho người ăn chay,"Hẻm 32 Đ. 3/4, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9193193,108.4414606,https://www.google.com/maps/search/?api=1&query=Chay%20Dalat%20-%20Vegetarian%20Restaurant&query_place_id=ChIJd0Wq5v8TcTERjo4u9TKxQa4,https://www.facebook.com/chaydalatvegan,+84 938 490 689,4.8,230,789,1-100.000 ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:49:55.361Z,5.4369
dalat_047,ChIJ-WmyzagVcTERYHSTaOQQ08A,13894467848561194080,Lỡ Đà Lạt,Quán cà phê,Quán cà phê,"18 Trúc Lâm Yên Tử, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9012269,108.4442234,https://www.google.com/maps/search/?api=1&query=L%E1%BB%A1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJ-WmyzagVcTERYHSTaOQQ08A,,+84 916 637 663,4.6,225,539,1-100.000 ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:50:17.872Z,5.3435
dalat_048,ChIJF9sZ8KUTcTERettDIWm7JRM,1379714921062980474,KHÓI - Lẩu & Nướng,Nhà hàng,Nhà hàng,"206 Xô Viết Nghệ Tĩnh, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Lang Biang - Đà Lạt, Lâm Đồng",VN,11.965199,108.4325822,https://www.google.com/maps/search/?api=1&query=KH%C3%93I%20-%20L%E1%BA%A9u%20%26%20N%C6%B0%E1%BB%9Bng&query_place_id=ChIJF9sZ8KUTcTERettDIWm7JRM,https://khoidalat.com/,+84 978 228 193,4.8,199,439,,False,False,restaurant,2026-05-11T03:51:58.319Z,5.2775
dalat_049,ChIJ4RHgGM8TcTERJvnb_INzcQ4,1040739999619479846,Quán Văn,Quán cà phê,Quán cà phê,"8B Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",Lâm Đồng,"Xuân Hương - Đà Lạt, Lâm Đồng",VN,11.9196772,108.436434,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20V%C4%83n&query_place_id=ChIJ4RHgGM8TcTERJvnb_INzcQ4,https://facebook.com/quanvan.tcs,+84 973 803 719,5.0,159,1052,1-100.000 ₫,False,False,quán cafe Đà Lạt,2026-05-16T13:50:23.970Z,5.2486
dalat_050,ChIJLxQxEtEScTERGU8I6IROrF4,6821913868294967065,Barn House BBQ And Beer,Nhà hàng,Nhà hàng,"198 Nguyễn Công Trứ, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",Lâm Đồng,"Lâm Viên - Đà Lạt, Lâm Đồng",VN,11.9567836,108.4351792,https://www.google.com/maps/search/?api=1&query=Barn%20House%20BBQ%20And%20Beer&query_place_id=ChIJLxQxEtEScTERGU8I6IROrF4,https://www.foody.vn/lam-dong/barn-house-bbq-beer,+84 968 262 940,4.2,214,635,100-500 N ₫,False,False,restaurant,2026-05-11T03:51:57.536Z,5.245
